OG	tree	reconciliation_map	flipped_nodes
102	((noD_5_0_4_4|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_0_4_4|G3_4[node_id=2;species=H4],(noD_5_0_4_4|G1_2[node_id=3;species=H2],noD_5_0_4_4|G0_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:6,3:8,4:2,5:3,6:7,7:5,8:1	
103	((noD_5_5_4_0|G5_7[node_id=2;species=H7],X[node_id=5])S[node_id=4],(noD_5_5_4_0|G3_4[node_id=0;species=H4],(noD_5_5_4_0|G1_2[node_id=1;species=H2],noD_5_5_4_0|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:8,2:4,3:9,4:2,5:3,6:7,7:5,8:1	
104	((noD_5_0_6_4|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_0_6_4|G3_4[node_id=1;species=H4],(noD_5_0_6_4|G1_2[node_id=2;species=H2],noD_5_0_6_4|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:6,2:8,3:9,4:2,5:3,6:7,7:5,8:1	
105	((noD_5_0_8_4|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_0_8_4|G3_4[node_id=2;species=H4],(noD_5_0_8_4|G1_2[node_id=1;species=H2],noD_5_0_8_4|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:8,2:6,3:9,4:2,5:3,6:7,7:5,8:1	
106	((noD_5_4_9_0|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_4_9_0|G3_4[node_id=3;species=H4],(noD_5_4_9_0|G1_2[node_id=2;species=H2],noD_5_4_9_0|G0_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:8,3:6,4:2,5:3,6:7,7:5,8:1	
107	((noD_5_6_9_0|G5_7[node_id=2;species=H7],X[node_id=5])S[node_id=4],(noD_5_6_9_0|G3_4[node_id=1;species=H4],(noD_5_6_9_0|G1_2[node_id=0;species=H2],noD_5_6_9_0|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:4,3:9,4:2,5:3,6:7,7:5,8:1	
108	((noD_5_1_2_1|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_1_2_1|G4_4[node_id=1;species=H4],(noD_5_1_2_1|G2_2[node_id=0;species=H2],noD_5_1_2_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:9,3:3,4:2,5:4,6:7,7:5,8:1	
109	((noD_5_1_7_1|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_1_7_1|G4_4[node_id=0;species=H4],(noD_5_1_7_1|G2_2[node_id=1;species=H2],noD_5_1_7_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:8,2:9,3:3,4:2,5:4,6:7,7:5,8:1	
110	((noD_5_1_8_1|G0_0[node_id=0;species=H0],X[node_id=5])S[node_id=4],(noD_5_1_8_1|G4_4[node_id=1;species=H4],(noD_5_1_8_1|G2_2[node_id=3;species=H2],noD_5_1_8_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:6,2:9,3:8,4:2,5:4,6:7,7:5,8:1	
111	((noD_5_1_7_2|G0_0[node_id=0;species=H0],X[node_id=5])S[node_id=4],(noD_5_1_7_2|G4_4[node_id=2;species=H4],(noD_5_1_7_2|G2_2[node_id=1;species=H2],noD_5_1_7_2|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:8,2:6,3:9,4:2,5:4,6:7,7:5,8:1	
112	((noD_5_2_8_1|G0_0[node_id=3;species=H0],noD_5_2_8_1|G5_7[node_id=2;species=H7])S[node_id=4],(noD_5_2_8_1|G2_4[node_id=1;species=H4],(noD_5_2_8_1|G1_1[node_id=0;species=H1],X[node_id=6])S[node_id=5])S[node_id=7])S[node_id=8];	0:9,1:6,2:4,3:3,4:2,5:7,6:8,7:5,8:1	
113	((noD_5_6_1_4|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_6_1_4|G4_4[node_id=2;species=H4],(noD_5_6_1_4|G2_2[node_id=0;species=H2],noD_5_6_1_4|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:6,3:3,4:2,5:4,6:7,7:5,8:1	
114	((noD_5_1_6_4|G0_0[node_id=2;species=H0],X[node_id=5])S[node_id=4],(noD_5_1_6_4|G4_4[node_id=3;species=H4],(noD_5_1_6_4|G2_2[node_id=0;species=H2],noD_5_1_6_4|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:3,3:6,4:2,5:4,6:7,7:5,8:1	
115	((noD_5_1_8_4|G0_0[node_id=3;species=H0],noD_5_1_8_4|G5_7[node_id=2;species=H7])S[node_id=4],((noD_5_1_8_4|G2_2[node_id=0;species=H2],noD_5_1_8_4|G1_1[node_id=1;species=H1])S[node_id=5],X[node_id=7])S[node_id=6])S[node_id=8];	0:8,1:9,2:4,3:3,4:2,5:7,6:5,7:6,8:1	
116	((noD_5_7_7_1|G0_0[node_id=2;species=H0],noD_5_7_7_1|G5_7[node_id=3;species=H7])S[node_id=4],(noD_5_7_7_1|G2_4[node_id=1;species=H4],(noD_5_7_7_1|G1_1[node_id=0;species=H1],X[node_id=6])S[node_id=5])S[node_id=7])S[node_id=8];	0:9,1:6,2:3,3:4,4:2,5:7,6:8,7:5,8:1	
117	((noD_5_5_7_1|G0_0[node_id=0;species=H0],noD_5_5_7_1|G5_7[node_id=3;species=H7])S[node_id=4],(noD_5_5_7_1|G2_4[node_id=1;species=H4],(noD_5_5_7_1|G1_2[node_id=2;species=H2],X[node_id=6])S[node_id=5])S[node_id=7])S[node_id=8];	0:3,1:6,2:8,3:4,4:2,5:7,6:9,7:5,8:1	
118	((noD_5_2_4_2|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_2_4_2|G4_4[node_id=1;species=H4],(noD_5_2_4_2|G2_2[node_id=2;species=H2],noD_5_2_4_2|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:8,3:3,4:2,5:4,6:7,7:5,8:1	
119	((noD_5_3_8_2|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_3_8_2|G4_4[node_id=2;species=H4],(noD_5_3_8_2|G2_2[node_id=0;species=H2],noD_5_3_8_2|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:6,3:3,4:2,5:4,6:7,7:5,8:1	
120	((noD_5_2_5_4|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_2_5_4|G4_4[node_id=0;species=H4],(noD_5_2_5_4|G2_2[node_id=2;species=H2],noD_5_2_5_4|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:9,2:8,3:3,4:2,5:4,6:7,7:5,8:1	
121	((noD_5_2_7_4|G0_0[node_id=0;species=H0],X[node_id=5])S[node_id=4],(noD_5_2_7_4|G4_4[node_id=1;species=H4],(noD_5_2_7_4|G2_2[node_id=2;species=H2],noD_5_2_7_4|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:6,2:8,3:9,4:2,5:4,6:7,7:5,8:1	
122	((noD_5_9_9_2|G0_0[node_id=2;species=H0],X[node_id=5])S[node_id=4],(noD_5_9_9_2|G4_4[node_id=3;species=H4],(noD_5_9_9_2|G2_2[node_id=1;species=H2],noD_5_9_9_2|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:8,2:3,3:6,4:2,5:4,6:7,7:5,8:1	
123	((noD_5_3_3_3|G0_0[node_id=2;species=H0],noD_5_3_3_3|G5_7[node_id=1;species=H7])S[node_id=4],((noD_5_3_3_3|G2_2[node_id=3;species=H2],noD_5_3_3_3|G1_1[node_id=0;species=H1])S[node_id=5],X[node_id=7])S[node_id=6])S[node_id=8];	0:9,1:4,2:3,3:8,4:2,5:7,6:5,7:6,8:1	
124	((noD_5_3_5_3|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_3_5_3|G4_4[node_id=2;species=H4],(noD_5_3_5_3|G2_2[node_id=1;species=H2],noD_5_3_5_3|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:8,2:6,3:3,4:2,5:4,6:7,7:5,8:1	
125	((noD_5_5_3_4|G0_0[node_id=0;species=H0],X[node_id=5])S[node_id=4],(noD_5_5_3_4|G4_4[node_id=1;species=H4],(noD_5_5_3_4|G2_2[node_id=3;species=H2],noD_5_5_3_4|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:6,2:9,3:8,4:2,5:4,6:7,7:5,8:1	
126	((noD_5_4_5_3|G0_0[node_id=1;species=H0],X[node_id=5])S[node_id=4],(noD_5_4_5_3|G4_4[node_id=0;species=H4],(noD_5_4_5_3|G2_2[node_id=2;species=H2],noD_5_4_5_3|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:3,2:8,3:9,4:2,5:4,6:7,7:5,8:1	
127	((noD_5_4_8_3|G0_0[node_id=1;species=H0],noD_5_4_8_3|G5_7[node_id=2;species=H7])S[node_id=4],((noD_5_4_8_3|G2_2[node_id=3;species=H2],noD_5_4_8_3|G1_1[node_id=0;species=H1])S[node_id=5],X[node_id=7])S[node_id=6])S[node_id=8];	0:9,1:3,2:4,3:8,4:2,5:7,6:5,7:6,8:1	
128	((noD_5_5_7_3|G0_0[node_id=2;species=H0],X[node_id=5])S[node_id=4],(noD_5_5_7_3|G4_4[node_id=1;species=H4],(noD_5_5_7_3|G2_2[node_id=3;species=H2],noD_5_5_7_3|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:3,3:8,4:2,5:4,6:7,7:5,8:1	
129	((noD_5_8_5_3|G0_0[node_id=1;species=H0],X[node_id=5])S[node_id=4],(noD_5_8_5_3|G4_4[node_id=0;species=H4],(noD_5_8_5_3|G2_2[node_id=3;species=H2],noD_5_8_5_3|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:3,2:9,3:8,4:2,5:4,6:7,7:5,8:1	
130	((noD_5_9_7_3|G0_0[node_id=3;species=H0],X[node_id=5])S[node_id=4],(noD_5_9_7_3|G4_4[node_id=2;species=H4],(noD_5_9_7_3|G2_2[node_id=0;species=H2],noD_5_9_7_3|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:6,3:3,4:2,5:4,6:7,7:5,8:1	
131	((noD_5_7_9_3|G0_0[node_id=2;species=H0],X[node_id=5])S[node_id=4],(noD_5_7_9_3|G4_4[node_id=0;species=H4],(noD_5_7_9_3|G2_2[node_id=3;species=H2],noD_5_7_9_3|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:9,2:3,3:8,4:2,5:4,6:7,7:5,8:1	
132	((noD_5_7_4_4|G0_0[node_id=0;species=H0],X[node_id=5])S[node_id=4],(noD_5_7_4_4|G4_4[node_id=2;species=H4],(noD_5_7_4_4|G2_2[node_id=1;species=H2],noD_5_7_4_4|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:8,2:6,3:9,4:2,5:4,6:7,7:5,8:1	
133	((noD_5_8_9_4|G0_0[node_id=0;species=H0],X[node_id=5])S[node_id=4],(noD_5_8_9_4|G4_4[node_id=3;species=H4],(noD_5_8_9_4|G2_2[node_id=1;species=H2],noD_5_8_9_4|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:8,2:9,3:6,4:2,5:4,6:7,7:5,8:1	
134	((noD_5_9_4_3|G0_0[node_id=1;species=H0],noD_5_9_4_3|G5_7[node_id=3;species=H7])S[node_id=4],(noD_5_9_4_3|G2_4[node_id=0;species=H4],(noD_5_9_4_3|G1_1[node_id=2;species=H1],X[node_id=6])S[node_id=5])S[node_id=7])S[node_id=8];	0:6,1:3,2:9,3:4,4:2,5:7,6:8,7:5,8:1	
135	(noD_5_6_8_3|G0_0[node_id=4;species=H0],(noD_5_6_8_3|G2_7[node_id=0;species=H7],noD_5_6_8_3|G1_7[node_id=1;species=H7],noD_5_6_8_3|G3_7[node_id=2;species=H7])D[node_id=3])S[node_id=5];	0:4,1:4,2:4,3:4,4:3,5:2	
136	(noD_5_8_7_3|G0_0[node_id=4;species=H0],(noD_5_8_7_3|G1_7[node_id=0;species=H7],noD_5_8_7_3|G4_7[node_id=1;species=H7],noD_5_8_7_3|G2_7[node_id=2;species=H7])D[node_id=3])S[node_id=5];	0:4,1:4,2:4,3:4,4:3,5:2	
137	((noD_5_8_5_4|G0_0[node_id=0;species=H0],(noD_5_8_5_4|G3_7[node_id=1;species=H7],noD_5_8_5_4|G4_7[node_id=2;species=H7])D[node_id=3])S[node_id=5],(noD_5_8_5_4|G1_4[node_id=4;species=H4],X[node_id=7])S[node_id=6])S[node_id=8];	0:3,1:4,2:4,3:4,4:6,5:2,6:5,7:7,8:1	
138	((noD_5_3_7_1|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_3_7_1|G3_4[node_id=2;species=H4],(noD_5_3_7_1|G1_2[node_id=3;species=H2],noD_5_3_7_1|G0_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:6,3:8,4:2,5:3,6:7,7:5,8:1	
139	((noD_5_3_8_1|G5_7[node_id=1;species=H7],X[node_id=5])S[node_id=4],(noD_5_3_8_1|G3_4[node_id=2;species=H4],(noD_5_3_8_1|G1_2[node_id=0;species=H2],noD_5_3_8_1|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:6,3:9,4:2,5:3,6:7,7:5,8:1	
140	((noD_5_8_4_1|G5_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_8_4_1|G3_4[node_id=1;species=H4],(noD_5_8_4_1|G1_2[node_id=0;species=H2],noD_5_8_4_1|G0_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:9,3:4,4:2,5:3,6:7,7:5,8:1	
141	((noD_5_9_8_1|G5_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_9_8_1|G3_4[node_id=1;species=H4],(noD_5_9_8_1|G1_2[node_id=0;species=H2],noD_5_9_8_1|G0_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:9,3:4,4:2,5:3,6:7,7:5,8:1	
142	((noD_5_8_9_1|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_8_9_1|G3_4[node_id=1;species=H4],(noD_5_8_9_1|G1_2[node_id=3;species=H2],noD_5_8_9_1|G0_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:6,2:9,3:8,4:2,5:3,6:7,7:5,8:1	
143	((noD_5_4_2_2|G5_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_4_2_2|G3_4[node_id=1;species=H4],(noD_5_4_2_2|G1_2[node_id=2;species=H2],noD_5_4_2_2|G0_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:8,3:4,4:2,5:3,6:7,7:5,8:1	
144	((noD_5_2_6_2|G5_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_2_6_2|G3_4[node_id=1;species=H4],(noD_5_2_6_2|G1_2[node_id=2;species=H2],noD_5_2_6_2|G0_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:8,3:4,4:2,5:3,6:7,7:5,8:1	
145	(noD_5_2_7_3|G5_4[node_id=1;species=H4],((noD_5_2_7_3|G2_2[node_id=2;species=H2],noD_5_2_7_3|G1_2[node_id=3;species=H2])D[node_id=4],noD_5_2_7_3|G0_1[node_id=0;species=H1])S[node_id=5])S[node_id=6];	0:9,1:6,2:8,3:8,4:8,5:7,6:5	
146	((noD_5_5_3_2|G5_7[node_id=2;species=H7],X[node_id=5])S[node_id=4],(noD_5_5_3_2|G3_4[node_id=3;species=H4],(noD_5_5_3_2|G1_2[node_id=0;species=H2],noD_5_5_3_2|G0_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:4,3:6,4:2,5:3,6:7,7:5,8:1	
147	((noD_5_2_5_3|G5_7[node_id=1;species=H7],X[node_id=5])S[node_id=4],(noD_5_2_5_3|G3_4[node_id=2;species=H4],(noD_5_2_5_3|G1_2[node_id=0;species=H2],noD_5_2_5_3|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:6,3:9,4:2,5:3,6:7,7:5,8:1	
148	((noD_5_2_8_4|G5_7[node_id=1;species=H7],X[node_id=5])S[node_id=4],(noD_5_2_8_4|G3_4[node_id=2;species=H4],(noD_5_2_8_4|G1_2[node_id=3;species=H2],noD_5_2_8_4|G0_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:4,2:6,3:8,4:2,5:3,6:7,7:5,8:1	
149	((noD_5_8_6_2|G5_7[node_id=1;species=H7],X[node_id=5])S[node_id=4],(noD_5_8_6_2|G3_4[node_id=2;species=H4],(noD_5_8_6_2|G1_2[node_id=3;species=H2],noD_5_8_6_2|G0_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:4,2:6,3:8,4:2,5:3,6:7,7:5,8:1	
150	((noD_5_3_5_4|G5_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_3_5_4|G3_4[node_id=1;species=H4],(noD_5_3_5_4|G1_2[node_id=0;species=H2],noD_5_3_5_4|G0_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:9,3:4,4:2,5:3,6:7,7:5,8:1	
151	((noD_5_9_5_3|G5_7[node_id=1;species=H7],X[node_id=5])S[node_id=4],(noD_5_9_5_3|G3_4[node_id=0;species=H4],(noD_5_9_5_3|G1_2[node_id=2;species=H2],noD_5_9_5_3|G0_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:8,3:9,4:2,5:3,6:7,7:5,8:1	
152	(((noD_5_5_9_3|G3_7[node_id=0;species=H7],noD_5_5_9_3|G4_7[node_id=1;species=H7])D[node_id=2],X[node_id=6])S[node_id=5],((noD_5_5_9_3|G1_2[node_id=3;species=H2],noD_5_5_9_3|G0_1[node_id=4;species=H1])S[node_id=7],X[node_id=9])S[node_id=8])S[node_id=10];	0:4,1:4,2:4,3:8,4:9,5:2,6:3,7:7,8:5,9:6,10:1	
153	((noD_5_6_6_3|G5_7[node_id=0;species=H7],X[node_id=5])S[node_id=4],(noD_5_6_6_3|G3_4[node_id=3;species=H4],(noD_5_6_6_3|G1_2[node_id=1;species=H2],noD_5_6_6_3|G0_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:8,2:9,3:6,4:2,5:3,6:7,7:5,8:1	
154	((noD_5_4_4_4|G5_7[node_id=2;species=H7],X[node_id=5])S[node_id=4],(noD_5_4_4_4|G3_4[node_id=1;species=H4],(noD_5_4_4_4|G1_2[node_id=3;species=H2],noD_5_4_4_4|G0_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:4,3:8,4:2,5:3,6:7,7:5,8:1	
155	(((noD_5_5_8_4|G3_7[node_id=0;species=H7],noD_5_5_8_4|G4_7[node_id=1;species=H7])D[node_id=2],X[node_id=6])S[node_id=5],(noD_5_5_8_4|G1_4[node_id=3;species=H4],(noD_5_5_8_4|G0_1[node_id=4;species=H1],X[node_id=8])S[node_id=7])S[node_id=9])S[node_id=10];	0:4,1:4,2:4,3:6,4:9,5:2,6:3,7:7,8:8,9:5,10:1	
156	((noD_5_0_0_0|G0_0[node_id=1;species=H0],noD_5_0_0_0|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_0_0_0|G4_4[node_id=0;species=H4],(noD_5_0_0_0|G2_2[node_id=3;species=H2],noD_5_0_0_0|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:3,2:9,3:8,4:4,5:2,6:7,7:5,8:1	
157	((noD_5_10_10_1|G0_0[node_id=2;species=H0],noD_5_10_10_1|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_10_10_1|G4_4[node_id=4;species=H4],(noD_5_10_10_1|G2_2[node_id=1;species=H2],noD_5_10_10_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:8,2:3,3:4,4:6,5:2,6:7,7:5,8:1	
158	((noD_5_10_10_4|G0_0[node_id=0;species=H0],X[node_id=7])S[node_id=6],(noD_5_10_10_4|G6_4[node_id=5;species=H4],((noD_5_10_10_4|G2_2[node_id=2;species=H2],noD_5_10_10_4|G3_2[node_id=3;species=H2])D[node_id=4],noD_5_10_10_4|G1_1[node_id=1;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:3,1:9,2:8,3:8,4:8,5:6,6:2,7:4,8:7,9:5,10:1	
159	((noD_5_10_1_0|G0_0[node_id=4;species=H0],noD_5_10_1_0|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_10_1_0|G4_4[node_id=0;species=H4],(noD_5_10_1_0|G2_2[node_id=3;species=H2],noD_5_10_1_0|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:9,2:4,3:8,4:3,5:2,6:7,7:5,8:1	
160	((noD_5_0_10_1|G0_0[node_id=1;species=H0],noD_5_0_10_1|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_0_10_1|G4_4[node_id=3;species=H4],(noD_5_0_10_1|G2_2[node_id=4;species=H2],noD_5_0_10_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:3,2:4,3:6,4:8,5:2,6:7,7:5,8:1	
161	((noD_5_10_0_2|G0_0[node_id=0;species=H0],noD_5_10_0_2|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_10_0_2|G4_4[node_id=1;species=H4],(noD_5_10_0_2|G2_2[node_id=4;species=H2],noD_5_10_0_2|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:6,2:4,3:9,4:8,5:2,6:7,7:5,8:1	
162	((noD_5_10_9_0|G0_0[node_id=4;species=H0],X[node_id=7])S[node_id=6],((noD_5_10_9_0|G5_4[node_id=0;species=H4],noD_5_10_9_0|G4_4[node_id=1;species=H4])D[node_id=2],(noD_5_10_9_0|G2_2[node_id=5;species=H2],noD_5_10_9_0|G1_1[node_id=3;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:6,1:6,2:6,3:9,4:3,5:8,6:2,7:4,8:7,9:5,10:1	
163	((noD_5_7_10_0|G0_0[node_id=1;species=H0],noD_5_7_10_0|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_7_10_0|G4_4[node_id=0;species=H4],(noD_5_7_10_0|G2_2[node_id=4;species=H2],noD_5_7_10_0|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:3,2:4,3:9,4:8,5:2,6:7,7:5,8:1	
164	((noD_5_1_0_0|G0_0[node_id=0;species=H0],noD_5_1_0_0|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_1_0_0|G4_4[node_id=4;species=H4],(noD_5_1_0_0|G2_2[node_id=2;species=H2],noD_5_1_0_0|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:4,2:8,3:9,4:6,5:2,6:7,7:5,8:1	
165	((noD_5_0_1_0|G0_0[node_id=1;species=H0],noD_5_0_1_0|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_0_1_0|G4_4[node_id=4;species=H4],(noD_5_0_1_0|G2_2[node_id=0;species=H2],noD_5_0_1_0|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:3,2:9,3:4,4:6,5:2,6:7,7:5,8:1	
166	((noD_5_0_0_1|G0_0[node_id=2;species=H0],noD_5_0_0_1|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_0_0_1|G4_4[node_id=4;species=H4],(noD_5_0_0_1|G2_2[node_id=1;species=H2],noD_5_0_0_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:8,2:3,3:4,4:6,5:2,6:7,7:5,8:1	
167	((noD_5_2_0_0|G0_0[node_id=4;species=H0],noD_5_2_0_0|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_2_0_0|G4_4[node_id=0;species=H4],(noD_5_2_0_0|G2_2[node_id=3;species=H2],noD_5_2_0_0|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:9,3:8,4:3,5:2,6:7,7:5,8:1	
168	((noD_5_0_2_0|G0_0[node_id=2;species=H0],noD_5_0_2_0|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_0_2_0|G4_4[node_id=3;species=H4],(noD_5_0_2_0|G2_2[node_id=0;species=H2],noD_5_0_2_0|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:3,3:6,4:9,5:2,6:7,7:5,8:1	
169	((noD_5_0_0_2|G0_0[node_id=2;species=H0],noD_5_0_0_2|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_0_0_2|G4_4[node_id=3;species=H4],(noD_5_0_0_2|G2_2[node_id=4;species=H2],noD_5_0_0_2|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:3,3:6,4:8,5:2,6:7,7:5,8:1	
170	((noD_5_3_0_0|G0_0[node_id=2;species=H0],noD_5_3_0_0|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_3_0_0|G4_4[node_id=4;species=H4],(noD_5_3_0_0|G2_2[node_id=3;species=H2],noD_5_3_0_0|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:4,2:3,3:8,4:6,5:2,6:7,7:5,8:1	
171	((noD_5_0_0_3|G0_0[node_id=3;species=H0],noD_5_0_0_3|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_0_0_3|G4_4[node_id=4;species=H4],(noD_5_0_0_3|G2_2[node_id=1;species=H2],noD_5_0_0_3|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:8,2:9,3:3,4:6,5:2,6:7,7:5,8:1	
172	((noD_5_4_0_0|G0_0[node_id=3;species=H0],noD_5_4_0_0|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_4_0_0|G4_4[node_id=1;species=H4],(noD_5_4_0_0|G2_2[node_id=2;species=H2],noD_5_4_0_0|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:8,3:3,4:4,5:2,6:7,7:5,8:1	
